id,verdict,tag,conf,reason
256166 dbe14d92-3244-4a4a-aeac-414b15e16ab1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
200430 ef11e4d4-77ec-478a-a225-ba1d38af1a84,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
62866 b8374db4-46eb-4421-868c-4e745607706a,OK,scope,0.9,Questions address different aspects of energy alternatives.
244328 512d4a9c-6749-48ba-8252-ba39f75f2510,OK,identical,1.0,Questions are nearly identical with minor wording difference.
13940 13d95966-0038-43d6-9ea0-f4066d0514fb,OK,scope,0.9,Both questions ask about places to visit in Goa.
325217 a629fee0-56a2-4162-8c31-e1fbd1973ce7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
398414 8fdafe38-10d0-4ed6-acc3-662bcb078483,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
270651 80d58758-aa71-4cd2-ad4d-54a0aa3d51dc,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
129778 5f57eba0-798e-43a1-8a63-f1ce459938cb,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
398141 8e308135-fc12-4ee0-8e07-c3d9f6b71aa3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
43425 86349ba1-855c-4405-8672-379662c6c829,A,scope,0.9,Questions address different aspects of marriage.
307134 bede3313-5d2f-4e53-bc32-ffa652f3db17,OK,identical,0.9,Both questions ask about motivation in language learning.
530 935473e0-7abe-4507-b86a-9b7986e78916,OK,unrelated,1.0,Questions are about entirely different topics.
323280 c3a652ee-bfce-463b-81d0-4a85b5f533d3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
370141 4fa7c571-a689-43dd-a0ec-0b7f83d58d5f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
51995 c80d1eb2-9792-412b-b4f3-1517a1367a93,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
152201 eb5a855a-bf08-4620-a19c-ad7707d4f659,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
356788 3919ae54-392b-4b0c-bdf4-65f6b1e7ee5d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
281320 2b03ca6b-5ffa-4d8d-a182-c053df8de4b1,OK,lexical_gap,0.9,Both questions explore similar paradoxes about God's power.
204217 8e4839f0-56b6-4fba-b941-54400c846f97,B,scope,0.7,Different focuses on positive aspects vs. general opinion.
114087 4d3c6278-c66f-45a1-916b-35ec08fd2fa7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
2207 bfc817bc-5b7f-41ed-988f-638e8378d945,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
140142 d85e3b42-6f4c-4d73-b240-839429138d37,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
350807 8362b26a-4af0-4e6a-9e1a-c7ad33e4d61e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
360980 a674d54f-df9a-4778-a66c-12c3a1b53f77,OK,scope,0.9,Different focuses on searching vs. formula for finding sites.
68407 ac4fb5b4-84d9-459f-8a1d-b15933ffe244,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
74433 138481a9-44a9-4d77-aced-e77dfe0e4d9b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
46723 340b9718-8ce9-4f5d-ad1b-d3dab9e7b383,OK,scope,0.9,Different focuses on capability vs. career choice.
121140 4ab6bbdc-055a-45a2-b1b1-7e320c9dce27,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
176762 3ffa7edf-5629-4194-bf46-7997aeaf7c98,B,scope,0.7,Different focuses on selling vs pitching ideas.
278715 3823b626-5735-45a4-b77b-f45f7974e09f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
161999 0f0505d4-db87-4a72-bf1a-82d167ba7297,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
302288 710453c6-8bf0-4532-9337-b45927618168,OK,unrelated,1.0,Questions address different topics about composers.
345226 3aa6f2ec-b2c2-49ef-98eb-ca00b06cd48b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
235036 bf7bb3e8-3ba7-47a4-a807-47bf360312df,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
315804 e70018bf-5ca4-47dd-ab85-053e661b42a2,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
181266 beecfcdd-cf09-4cda-b796-e830013eeef7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
178361 9443969e-678b-461e-8f39-b38e9da269c2,OK,scope,0.9,"Different countries for comparison, but same main question."
341493 197f025b-6831-447f-a88e-fcabd0a3ab04,OK,identical,1.0,Both questions ask about the same topic.
322009 eb267828-663e-4067-8d13-fd07dcb7a99c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
298234 d08e4043-1367-49ff-ae65-b169c81e20b3,OK,lexical_gap,1.0,Both questions ask about iterating in Java.
233059 633ab59b-016a-440e-abee-eb371319ecd1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
219468 f65d4253-9853-49bb-9309-5f4a16f4e353,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
194498 e92d53ae-a3ad-42d2-a023-3bda2ab80cbd,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
208818 3e0adfdd-642a-4282-965e-dd7348b14093,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
193804 de2524a2-b9f7-422f-aa4c-b6614ebd4ff4,OK,lexical_gap,0.9,Both questions ask about recovering a Facebook password.
228652 2cb9dfe3-f7cf-459b-ad68-1381ec03a37e,OK,unrelated,1.0,Questions are about different topics entirely.
136824 eb61c0b4-8dbb-49da-b4cb-4354166ddb8c,OK,identical,1.0,Both questions ask for reasons for disliking Hillary Clinton.
220399 bc605014-11b6-4f7c-b385-46b537233eb7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
25512 2ab6f815-28eb-405c-94d8-8e0bfb9cc96a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
387765 abb23f53-0ee6-4ad6-b194-864bcaf0e7f3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
115556 715f26c4-1212-4ad5-bdfd-fb39eb81f41d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
224497 4c781dd1-8f38-4e4d-b431-5366156fe9e4,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
136559 9082b56d-7813-4fdb-8535-0f3d34a1fd71,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
328437 55c12452-5f40-4fc8-bc22-95c60904bbcf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
29351 0f46dc46-5db5-461a-8ab4-d0c9825e8086,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
290965 d7594684-ed39-4be9-a8c6-ec908f6730b4,A,entity,0.9,Different states imply different regulations or guidelines.
351992 81a31745-f36c-4649-b385-fdab0d20288a,OK,scope,0.9,Both questions ask about increasing views on answers.
357431 f48e3996-32e1-4957-ba2a-fb853808838c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
242671 cee7fde5-e1d9-481c-88e9-59fc781f9f62,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
43783 2310e1a7-6c66-45d4-9a05-7951a12aba8e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
307489 0b32c544-c042-4e32-860f-d2d6d1338b8d,B,scope,0.7,Different focus on responsibility vs prevention measures.
109768 4bfa2da1-ea81-4f1b-ac56-4bf3e36430e5,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
401246 2664f85a-c769-4829-92f5-6203c3ab0682,OK,unrelated,1.0,Questions ask about different topics.
105843 29025189-8391-4e7e-82b2-08b635ae73e3,OK,scope,0.9,"One asks for a replacement, the other for a definition."
187880 d16db54c-736c-444e-8c87-26ef2e218fec,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
373514 195f8405-5f55-4099-a5d4-17009f6cc7c1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
127623 a7458976-a60b-4cf3-97d8-f5871201317c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
305168 5c2f285b-b918-4960-81c5-52268859ad03,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
238984 1e3ba0ae-6fa7-4f3a-bc7e-bf1e3b0a5fad,OK,identical,1.0,Both questions ask the same thing.
204491 e6835206-a0fa-4e1a-b6e5-58d462f2644f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
395147 03c5b9b1-cb57-4287-aaa7-90688fadf792,OK,scope,0.9,Both questions focus on SEO analysis but differ in specifics.
86680 393fb0f0-be6c-4346-8520-c24fbb55da59,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
365205 36482618-2187-472a-9f7b-f005d245d62f,OK,lexical_gap,0.9,Both questions ask about the best programming language.
206240 3219eb8a-0a42-418d-9226-d46d40a1b500,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
108681 af741188-49e4-4917-b437-388850f4863a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
370187 a4b5dd05-f8d0-4f1b-89c1-0ae3fb11b580,A,scope,0.9,Questions address different scenarios regarding Nixon's resignation.
154124 f66f1b49-1b10-4d99-9d8f-285b7edf7de0,OK,scope,0.9,Both questions focus on AIPMT preparation time.
326722 46b913e5-3a4c-45e6-ae08-2a54c5d77229,OK,identical,1.0,Both questions ask about starting stock market investment.
166242 9b85cf32-6244-4cf4-8154-88d61be4b561,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
298821 08c063a9-f1aa-4539-8472-a8cf966a86b7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
31201 ecb77160-1e99-428e-b381-43dd502b4519,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
70778 40cb4599-3706-4fc2-84c2-0f6a6272aa93,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
215358 a25c4ad9-eaa2-406d-8aa9-352b0c0ebb83,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
391075 c124af9e-e455-491f-9b0b-3c07e00c0af6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
369328 e83f64b2-cf95-4c2a-8df1-63cc5800a5a2,OK,unrelated,1.0,Questions address different aspects of Kafka's works.
165429 8f6c529a-163c-4c02-9779-aa0ad7c59043,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
282511 e503862a-8062-4738-886f-fe517f7ff68c,B,scope,0.7,"One asks for many, the other for one."
404156 9a27c348-ffd9-4187-969f-0b328fe9237f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
240606 12acc6c6-1ba9-4508-a5f5-0057deb9e9e6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
304317 19f61457-ad11-4829-b711-ab38eef89a4b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
166365 ff8bc2e7-7ae9-4a3b-a083-af693621bdb5,OK,unrelated,1.0,Questions are about different topics entirely.
92427 bca300b6-f03e-4737-8c67-bc94a5993e37,B,scope,0.8,One question is broader than the other.
166758 76c6dd53-4b23-4677-881c-743879638d3a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
99278 d96412c0-d723-4785-82ed-e4b99500dc4a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
46857 00ed21e3-bdff-44b4-b942-94f8d047468e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
293410 ffcda0b9-84d4-43b8-96af-666304eaad5d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
282419 37815a9b-50fe-47a2-b510-ce9a5c62abea,B,scope,0.7,Different focus on price vs. brand ownership.
4974 04541fb5-5de6-450d-a8c7-f7ea9a36c494,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
390111 0cdb88f3-863f-4a6f-b6a7-c3878dba7087,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
326843 d962d17e-2706-4202-9bea-55600ed17c36,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
183768 1217e48f-4374-404f-bb94-a410f13e7dd0,OK,scope,0.9,"One is specific to carinosa, the other is general."
301959 14a51ffb-1024-4166-8f1c-55243a364225,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
307190 ceff83f0-2c4f-4008-b915-499a5be19402,OK,identical,1.0,Both questions ask about the future of the world.
148686 35b9f102-18f4-4e7c-b5e1-d46837f94279,OK,unrelated,1.0,Questions are about different devices.
210571 aa372abe-21e5-406c-8e33-4af8b661c690,OK,unrelated,1.0,Questions are about entirely different topics.
200539 41dbc5d5-ba84-4286-9e34-d4d85185a788,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
65634 41af974a-1562-4c5d-a13c-b9805798a971,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
304684 1f3a35cc-d545-495f-8d3a-7d7f9f52b04b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
154082 c5ffc217-276c-4705-b944-bdb03cf7a1ee,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
236259 d8ce55ae-564b-4e59-8235-f89c3ec8d15c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
404212 f56d8f22-fcec-4894-90bb-fc3bafe39aeb,OK,scope,0.9,One question specifies 'for the weekend'.
68227 fec65079-f58e-4dc6-bc8d-db701d544fd8,OK,lexical_gap,0.9,Both questions ask about studying for the SAT.
240633 1b98a8c1-363e-4291-8615-67d544d94134,OK,unrelated,1.0,Questions address different aspects of gender and sex.
327009 5880d9af-fba1-4e60-a3cf-8d9fb0156b1c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
84623 d1814f96-1d41-4ef6-9514-03ab9dc5effa,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
274695 efbf8582-ba8a-460f-a71c-00ce2cc0b534,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
179064 768537d4-f0f7-452c-a8fa-88d7c9203bae,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
331809 7f7998aa-7da7-4d21-84c4-13e68d401397,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
176240 1de5a167-4131-4ab3-b98b-40308ef4e0b6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
382008 07644d37-617b-4c6e-9dd7-fea6b6d09514,OK,unrelated,1.0,Questions address different topics entirely.
217652 cad32709-ef58-470f-8e9d-42cfde8b7758,OK,lexical_gap,0.9,Both questions ask about Trump's impact on India.
347120 c9fe5720-593c-4f78-8067-c47097a42404,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
137805 e36caef1-71be-4a9a-abc0-c25ba476c5f9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
227255 6537fa1d-84ec-40d4-a38b-25381dfae304,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
291814 6cb0d377-13c3-4c7b-b4fd-740b6c35520a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
218532 16dbfa3f-1c8f-4244-bb77-409aa20937bd,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
161134 72f1fb12-94fd-4916-ac64-2eb4f85f7cc1,B,scope,0.7,Second question is a subset of the first.
3035 6d985ff8-eb88-4350-974b-b0ee1eb7bc3f,OK,unrelated,0.9,Questions address different legal concepts.
384380 aaf75cce-66e2-4a3e-ba4c-16530bba9a2b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
101051 ac071731-7b9d-403a-9944-31bbd39c8622,B,scope,0.7,Different perspectives on the same topic.
90974 5d3dd753-4bca-489d-923a-90e2d323b74e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
139802 cb475153-2848-44d6-9086-037686936f4e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
53949 dbe8f95a-7a8d-4cb6-acdd-aae628a2b6f6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
267319 663f9825-ed2c-4d0d-8cf2-04673b55146b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
189246 21fe898b-de19-4cc5-8013-150e6315b933,B,scope,0.7,Different scopes regarding future and future universe.
267635 e35fecc0-83f7-4826-b2e7-9b482d3d8454,B,scope,0.7,Different in specificity of photo selection.
328332 94ea42ce-7403-45e5-b007-5ef64039bbcf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
241920 171a7fec-169c-42b1-820b-7e112dc977aa,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
37000 146a9241-38a1-4383-ab68-26e821c91af9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
126374 48b0b3a6-fdd4-40f8-bdbd-af0305ceeefc,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
358174 745f0776-f1cc-4b43-819b-c019ef3de593,OK,scope,0.9,Different focuses on plan vs. tricks for internet.
371823 62728cbb-620d-430a-a283-80b36d11831e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
361726 a74f38ae-c626-4f44-8fad-fece0ec3cadb,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
245840 a7ecd156-ebf3-48f7-98f9-ce59524ca041,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
222890 2750523b-d2d3-40e8-87b9-7f16b83b1e7e,B,scope,0.7,Different scopes of success and good achievements.
138988 fbf65c60-1f69-4115-a177-01a5cc4002d0,B,scope,0.7,"One asks for easiest, the other for best."
310490 ccf13b53-79da-4302-a790-6c5514d76762,A,scope,0.9,Different geographical focus makes them not duplicates.
72880 3844ff89-b900-4f40-81f3-a0fb3e1d8ef3,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
119898 f2dc3327-a128-46bf-98a6-5936838e1d5e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
92302 bfa376a3-99de-4afd-8359-ca0bd46e2ca8,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
119835 8862d116-18c9-4589-b1ec-5df08065988a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
140974 10f10dda-c354-4bca-9b01-80017bd596d7,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
253053 925818b9-17b6-4a86-96db-5ab7debd47da,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
70566 56c20e20-e4b8-4ba5-8efa-a78b84541d6a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
119191 d26a254e-ae9b-45b9-9d03-dc9984cb882a,B,scope,0.7,Different interpretations of 'life' and 'this life'.
361582 0a73010a-c110-4f82-9173-561c5ebe49e0,OK,identical,1.0,Both questions ask the same thing about learning hacking.
77171 7fad2910-191a-48cf-8d72-23d909b72651,OK,unrelated,1.0,Questions are about different professions.
48799 2e8d13d3-a0eb-48e8-b4a0-5574c275f950,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
68437 13673638-8350-430a-be90-3394ee81861e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
171242 06f5d625-b647-40a9-8089-dba604e55a94,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
392143 1737c3ab-2e49-4bee-ad45-7599bb6c25cf,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
170025 ac7daa72-1adf-49b2-bb95-b5a1315a20f5,A,scope,0.9,Questions address opposite aspects of love.
190928 29efddda-2c4d-4ecd-a1d4-ac2b1723e5a9,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
342382 b4bdf5d7-97ab-478b-bbdf-9777aefdd926,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
49114 ab2b3b81-8216-4927-a36a-af1f32b38856,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
5689 a472e1fa-897d-4dcc-939f-7a79a0787abc,OK,unrelated,0.9,Questions address different topics regarding 3D printing.
170255 f3cfb919-0f6f-47bf-bf3f-5034b25a152f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
142726 491193f8-1fe9-46d0-be0c-0ac0d54a2770,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
225954 6b5fc47e-d9cb-48cc-bd2f-32925930554c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
3273 47cb85aa-4572-440b-9040-fd80837f2196,OK,lexical_gap,0.9,Both questions ask about starting a bakery.
27454 9ac4a855-8141-4f0f-8bf7-ecbe69796f9d,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
164860 a4f3b2a5-7655-4ac4-a2b7-0ff2e6a01ec6,OK,unrelated,1.0,Questions are about different topics entirely.
170440 d14774aa-06fc-4bee-96e2-46fa79bb27ba,B,scope,0.7,Different focuses on learning vs. speaking fluently.
164723 ef4b736f-038a-4992-863d-44c53bc9971b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
216703 eb5e5227-15e1-4f5a-80dd-4c6b4062d0c1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
306653 567812a0-5de2-4d0b-9183-0f9089a2bed1,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
183052 5b68d8c1-19fa-423c-b087-d43492b28e18,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
244533 b4ee3408-d153-4b6b-a177-392a67aecc6d,OK,lexical_gap,0.9,Both questions ask about earning money online without cost.
178508 1bb4c217-d3d7-40ff-800d-a1bf39f95f1e,B,scope,0.7,Different perspectives on vocabulary expansion.
325006 49e090df-de83-4739-952a-492462a7e47d,B,scope,0.7,Different focuses on uses vs. best use.
315107 2f5ed6a3-0a9a-40eb-a103-3c252a92507a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
33841 90808946-4ec7-4c44-9112-2bffdb292c52,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
348340 806fae81-6416-444c-83e8-81b0ccf181ad,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
364832 22b6e487-8a85-42e6-8958-adcdc0fd677b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
285391 8b8807ea-19bf-4c0c-9a0e-3eb8227f957a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
335045 1254d1da-553f-47b3-9d24-19e373512369,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
386796 333f4c88-aa37-4884-b406-cc06a2e7e62a,OK,unrelated,1.0,Questions are about different topics.
260383 82063138-8400-4803-bbff-910042106d27,OK,unrelated,1.0,Questions address different aspects of induced emf.
177774 d89d0692-4067-460f-a04c-bf206762f13e,OK,unrelated,1.0,Questions are about different topics entirely.
139145 16a3168f-2a4e-4f73-9f7a-bfc8b29de072,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
189527 9fd40c7a-1086-44a7-b182-6e205a9da27b,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
303819 3020f02a-a7cc-4a32-a146-ac9a5cd7812e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
222262 a62a23a9-acbf-48e3-80f5-82af3d34976e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
197674 7903e8cc-ec7f-43f6-9a15-0a13e59381c6,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
179791 aaa6281e-173d-40ed-8dd0-ffc1c892b89b,OK,scope,0.9,Questions address different aspects of Wi-Fi usage.
361747 b22e1561-f2ca-4e93-9953-1000a5de2b5f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
245291 5e1025f2-3b3c-4750-9f8d-d9b30c130d58,OK,unrelated,1.0,Questions address different concepts in probability.
110614 50871bca-491a-4d46-a7c6-32614e43c38f,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
342919 d568eec0-5285-465a-b658-5c600d5051e0,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
349730 dc7e63c1-9f9b-40b7-b412-5d838f885571,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
219610 56b1fd91-238d-4f98-8fe0-58aaec8649ee,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
310358 86e5d4f0-ec81-4c9e-a934-7eb813992c24,OK,entity,1.0,Different accounts are referenced in both questions.
141470 e7121c5b-976f-4aa6-9de4-bac1a4d2ddd5,A,negation,0.95,Questions have opposite meanings regarding methadone.
73873 c0b4c537-a46c-4a24-a336-0c413257fa07,OK,identical,1.0,Both questions ask for the same type of wallpapers.
215483 cf675bf8-5f05-45e7-b2a8-7729e39421d8,OK,identical,0.9,Both questions ask about processor performance comparison.
232241 72bfcd6b-875c-482b-ad06-fdc6f617d265,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
105147 b17e27cc-5467-4fff-8294-7e97d125ab1c,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
165082 6bec257c-ed8f-475f-8dff-67994d5fef8a,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
280881 8f1af77d-33b3-4ab7-84b1-619a7db914e8,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
377425 39df9521-32c7-4ffb-b78d-6dfd082d2791,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
398386 10684d8e-965c-4a39-a564-142cd680764e,OK,unrelated,0.9,Questions address different topics regarding visas.
361496 b28d3df7-1503-4589-9ce3-4b0b67b08f0b,B,scope,0.8,Different focus on buying options and recommendations.
101881 2c22b37e-0c9a-474d-b0fc-deace4f6f06b,OK,scope,0.9,Different operations on arrays in PHP.
366252 5067dacb-f6c8-4d97-9699-130f1a8f0e63,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
335176 02bcac81-53bc-4e25-acd6-f207ac445e46,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
109554 682493c8-e2a5-42f6-bc2d-02057dafcd51,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
298988 6bd70b4b-ecda-4d73-b4b4-5cc835c16d42,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
130553 9c43a2d3-8ba6-49e5-bf84-daf685a32d6e,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
188266 030b3c95-7cbb-4749-bee2-f256793c073f,OK,unrelated,1.0,Questions are about completely different topics.
122029 fcffeb83-eca9-4b67-ad77-a1e79d424b68,B,scope,0.7,"One asks for good resources, the other for the best."
162635 70212f6a-5165-4f74-898f-a20ba6a84efd,OK,scope,0.9,Questions address different aspects of interfaith marriage.
127918 118b4ce5-4d7c-407e-9259-608c9a195232,ERR,ERR,,Error code: 429 - {'error': {'message': 'Rate limit reached 
